Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
549633,22322,BIRD DECORATION GREEN POLKADOT,12,2011-04-11 11:45:00,0.85,15671.0,United Kingdom
506254,21504,SKULLS GREETING CARD,24,2010-04-28 13:59:00,0.42,12714.0,France
521974,22197,SMALL POPCORN HOLDER,4,2010-09-09 19:56:00,0.85,15861.0,United Kingdom
543037,21171,BATHROOM METAL SIGN ,12,2011-02-02 16:01:00,1.45,12350.0,Norway
541602,22189,CREAM HEART CARD HOLDER,1,2011-01-19 17:17:00,3.95,17231.0,United Kingdom
505884,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-04-26 13:54:00,1.25,14911.0,EIRE
576053,22949,SET OF 36 DOLLY GIRL PAPER DOILIES,5,2011-11-13 14:53:00,1.45,16726.0,United Kingdom
545338,22267,EASTER DECORATION EGG BUNNY ,4,2011-03-01 17:32:00,1.25,17449.0,United Kingdom
574672,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,2011-11-06 12:25:00,0.85,13532.0,United Kingdom
508247,22459,CAST IRON HOOK GARDEN TROWEL,8,2010-05-14 09:36:00,2.55,13761.0,United Kingdom
546768,22781,GUMBALL MAGAZINE RACK,12,2011-03-16 14:54:00,6.75,15694.0,United Kingdom
574532,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-11-04 14:19:00,5.95,15676.0,United Kingdom
527246,15056BL,EDWARDIAN PARASOL BLACK,1,2010-10-15 12:20:00,5.95,15967.0,United Kingdom
497608,47310M,"SMALL POP BOX,FUNKY MONKEY",12,2010-02-11 11:42:00,1.25,13468.0,United Kingdom
498048,84836,ZINC METAL HEART DECORATION,1,2010-02-16 10:55:00,1.25,14606.0,United Kingdom
516007,21035,SET/2 RED SPOTTY TEA TOWELS ,6,2010-07-16 09:34:00,2.95,12986.0,United Kingdom
522594,72529W,WHITE ADVENT CANDLE,1,2010-09-15 13:21:00,2.12,16005.0,United Kingdom
517864,84975,HEART SHAPED MIRROR,6,2010-08-02 14:16:00,1.69,14194.0,United Kingdom
522437,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,2010-09-14 13:56:00,0.85,17346.0,United Kingdom
567288,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,2,2011-09-19 11:49:00,4.25,16906.0,United Kingdom
500148,21165,BEWARE OF THE CAT METAL SIGN ,12,2010-03-04 17:29:00,1.45,17448.0,United Kingdom
535085,21871,SAVE THE PLANET MUG,12,2010-11-25 09:48:00,1.25,12839.0,United Kingdom
519900,22294,HEART FILIGREE DOVE  SMALL,24,2010-08-22 13:12:00,1.25,13693.0,United Kingdom
550803,84990,60 GOLD AND SILVER FAIRY CAKE CASES,1,2011-04-20 15:25:00,0.55,18177.0,United Kingdom
520392,48111,DOORMAT 3 SMILEY CATS,5,2010-08-25 15:40:00,7.49,16456.0,United Kingdom
503809,21506,"FANCY FONT BIRTHDAY CARD, ",84,2010-04-07 14:14:00,0.36,15061.0,United Kingdom
577755,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-11-21 14:49:00,0.42,17010.0,United Kingdom
544102,22767,TRIPLE PHOTO FRAME CORNICE ,2,2011-02-16 10:32:00,9.95,14665.0,United Kingdom
568494,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-09-27 12:08:00,5.95,16266.0,United Kingdom
501157,84378,SET OF 3 HEART COOKIE CUTTERS,1,2010-03-14 16:18:00,1.25,16686.0,United Kingdom
519656,35809A,ENAMEL PINK TEA CONTAINER,24,2010-08-19 10:58:00,0.85,12647.0,Germany
503333,22138,BAKING SET 9 PIECE RETROSPOT ,3,2010-03-31 12:21:00,4.95,16133.0,United Kingdom
523649,21314,SMALL GLASS HEART TRINKET POT,8,2010-09-23 12:42:00,2.1,13264.0,United Kingdom
506843,82581,TOILET METAL SIGN,12,2010-05-04 14:12:00,0.55,15122.0,United Kingdom
522595,20711,JUMBO BAG TOYS ,10,2010-09-15 13:21:00,1.95,12990.0,United Kingdom
535472,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,12,2010-11-26 13:50:00,2.55,12637.0,France
568997,23520,EMBROIDERED RIBBON REEL RUBY ,6,2011-09-29 17:27:00,3.75,16233.0,United Kingdom
547500,46000S,POLYESTER FILLER PAD 40x40cm,4,2011-03-23 12:39:00,1.45,13408.0,United Kingdom
510329,21221,SET/4 BADGES CUTE CREATURES,4,2010-05-28 13:23:00,1.25,17822.0,United Kingdom
546759,22550,HOLIDAY FUN LUDO,4,2011-03-16 13:58:00,3.75,12712.0,Germany
537126,21240,BLUE POLKADOT CUP,1,2010-12-05 12:13:00,0.85,18118.0,United Kingdom
568213,21174,POTTERING IN THE SHED METAL SIGN,12,2011-09-25 16:06:00,2.08,15214.0,United Kingdom
556953,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-06-16 08:16:00,2.55,14911.0,EIRE
574720,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2011-11-06 14:39:00,1.25,14547.0,United Kingdom
532741,22158,3 HEARTS HANGING DECORATION RUSTIC,40,2010-11-14 13:04:00,2.95,14882.0,United Kingdom
499986,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,2,2010-03-03 16:03:00,4.25,16285.0,United Kingdom
513332,22614,PACK OF 12 SPACEBOY TISSUES,48,2010-06-24 09:06:00,0.29,14790.0,United Kingdom
506857,22410,MONEY BOX HOUSEKEEPING DESIGN,2,2010-05-04 14:34:00,1.25,17757.0,United Kingdom
556977,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-06-16 10:42:00,0.55,17446.0,United Kingdom
523753,22183,CAKE STAND VICTORIAN FILIGREE MED,1,2010-09-23 19:40:00,6.75,17848.0,United Kingdom
525075,22154,ANGEL DECORATION 3 BUTTONS ,22,2010-10-03 15:24:00,0.42,16782.0,United Kingdom
532754,22731,3D CHRISTMAS STAMPS STICKERS ,2,2010-11-14 13:33:00,1.25,17288.0,United Kingdom
547412,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-03-23 09:42:00,1.45,12399.0,Belgium
575989,23554,LANDMARK FRAME OXFORD STREET,1,2011-11-13 14:20:00,12.5,14698.0,United Kingdom
521792,16012,FOOD/DRINK SPONGE STICKERS,24,2010-09-08 13:43:00,0.21,17220.0,United Kingdom
489599,84934,ASSTD DESIGN POP ART SLIM PEN,40,2009-12-01 14:40:00,0.85,12758.0,Portugal
516569,22136,LOVE HEART SOCK HANGER,24,2010-07-21 12:45:00,1.65,13093.0,United Kingdom
506562,22379,RECYCLING BAG RETROSPOT ,5,2010-04-30 12:13:00,2.1,16150.0,United Kingdom
490467,90195B,BLACK GEMSTONE BRACELET,2,2009-12-06 12:17:00,8.95,15059.0,United Kingdom
495718,22241,GARLAND WOODEN HAPPY EASTER,6,2010-01-26 14:25:00,1.25,16791.0,United Kingdom
555546,22331,WOODLAND PARTY BAG + STICKER SET,8,2011-06-05 13:09:00,1.65,17735.0,United Kingdom
503971,21626,VINTAGE UNION JACK PENNANT,24,2010-04-08 17:39:00,1.95,13446.0,United Kingdom
553420,47566,PARTY BUNTING,4,2011-05-17 10:14:00,4.95,17519.0,United Kingdom
548734,22423,REGENCY CAKESTAND 3 TIER,7,2011-04-04 10:40:00,12.75,13059.0,United Kingdom
541588,22935,BAKING MOULD ROSE MILK CHOCOLATE,6,2011-01-19 14:43:00,3.25,14307.0,United Kingdom
578305,20750,RED RETROSPOT MINI CASES,22,2011-11-23 15:44:00,6.35,14088.0,United Kingdom
507227,22561,WOODEN SCHOOL COLOURING SET,12,2010-05-06 19:49:00,1.65,15955.0,United Kingdom
543447,22383,LUNCH BAG SUKI  DESIGN ,10,2011-02-08 12:01:00,1.65,16265.0,United Kingdom
497602,40018E,TEA TIME PAPER LANTERNS,5,2010-02-11 10:25:00,1.95,15765.0,United Kingdom
550517,22549,PICTURE DOMINOES,12,2011-04-19 08:17:00,1.45,14352.0,United Kingdom
560239,22627,MINT KITCHEN SCALES,2,2011-07-17 11:50:00,8.5,13507.0,United Kingdom
513123,22427,ENAMEL FLOWER JUG CREAM,6,2010-06-22 10:24:00,5.95,12359.0,Cyprus
566042,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-09-08 13:53:00,1.25,17811.0,United Kingdom
563036,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-08-11 14:55:00,1.25,14868.0,United Kingdom
513190,21175,GIN + TONIC DIET METAL SIGN,1,2010-06-22 14:21:00,2.1,16894.0,United Kingdom
495912,82580,BATHROOM METAL SIGN,5,2010-01-27 12:50:00,0.55,13590.0,United Kingdom
515335,21166,COOK WITH WINE METAL SIGN ,12,2010-07-11 14:19:00,1.95,14606.0,United Kingdom
575117,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1,2011-11-08 14:22:00,0.39,12748.0,United Kingdom
544110,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-02-16 11:03:00,0.42,15059.0,United Kingdom
553011,85099F,JUMBO BAG STRAWBERRY,10,2011-05-12 17:03:00,2.08,14390.0,United Kingdom
551727,23061,VINTAGE EMBOSSED HEART,12,2011-05-04 08:40:00,1.25,14245.0,United Kingdom
533067,21987,PACK OF 6 SKULL PAPER CUPS,6,2010-11-15 17:14:00,0.65,17284.0,United Kingdom
568701,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,2011-09-28 15:07:00,4.25,13924.0,United Kingdom
522982,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2,2010-09-19 14:03:00,4.25,12867.0,United Kingdom
525059,21124,SET/10 BLUE SPOTTY PARTY CANDLES,24,2010-10-03 14:08:00,1.25,15978.0,United Kingdom
542377,22227,HANGING HEART MIRROR DECORATION ,24,2011-01-27 13:53:00,0.65,13506.0,United Kingdom
530115,16169K,WRAP FOLK ART,25,2010-11-01 14:22:00,0.42,17190.0,United Kingdom
545419,84916,HAND TOWEL PALE BLUE W FLOWERS,2,2011-03-02 14:16:00,5.95,15104.0,United Kingdom
580299,20704,MR ROBOT SOFT TOY,4,2011-12-02 13:58:00,6.95,14023.0,United Kingdom
530967,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2010-11-05 08:28:00,4.95,12817.0,Austria
561800,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-07-29 14:13:00,2.08,13975.0,United Kingdom
519917,21071,VINTAGE BILLBOARD DRINK ME MUG,3,2010-08-22 14:31:00,1.25,15555.0,United Kingdom
517381,84912B,GREEN ROSE WASHBAG,2,2010-07-28 17:18:00,3.75,14461.0,United Kingdom
578011,22617,BAKING SET SPACEBOY DESIGN,3,2011-11-22 12:52:00,4.95,15150.0,United Kingdom
579002,84991,60 TEATIME FAIRY CAKE CASES,2,2011-11-27 16:27:00,0.55,14093.0,United Kingdom
514664,21114,LAVENDER SCENTED FABRIC HEART,15,2010-07-05 13:03:00,1.25,17774.0,United Kingdom
491816,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2009-12-14 13:36:00,3.95,14961.0,United Kingdom
553709,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-05-18 15:29:00,2.95,13767.0,United Kingdom
538183,20961,STRAWBERRY BATH SPONGE ,20,2010-12-10 10:21:00,1.25,16265.0,United Kingdom
544393,20725,LUNCH BAG RED RETROSPOT,6,2011-02-18 11:56:00,1.65,16393.0,United Kingdom
581481,22123,PING MICROWAVE APRON,24,2011-12-09 09:07:00,0.79,17490.0,United Kingdom
532665,22652,TRAVEL SEWING KIT,1,2010-11-14 11:37:00,1.65,14052.0,United Kingdom
530969,21844,RED RETROSPOT MUG,6,2010-11-05 09:07:00,2.95,13448.0,United Kingdom
522773,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-09-16 14:34:00,1.95,12369.0,Austria
551193,21206,STRAWBERRY HONEYCOMB  GARLAND ,10,2011-04-27 11:05:00,1.65,17954.0,United Kingdom
566400,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-09-12 13:16:00,2.1,17139.0,United Kingdom
502192,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,2010-03-23 11:48:00,2.95,14680.0,United Kingdom
518510,10002,INFLATABLE POLITICAL GLOBE ,12,2010-08-09 14:45:00,0.85,14631.0,United Kingdom
528073,22088,PAPER BUNTING COLOURED LACE,6,2010-10-20 12:26:00,2.95,14700.0,United Kingdom
539957,21175,GIN + TONIC DIET METAL SIGN,12,2010-12-23 12:58:00,2.1,12585.0,Germany
526172,22691,DOORMAT WELCOME SUNRISE,2,2010-10-10 11:03:00,7.95,13542.0,United Kingdom
520821,51014C,"FEATHER PEN,COAL BLACK",12,2010-08-31 11:58:00,0.85,12804.0,Netherlands
543300,21868,POTTING SHED TEA MUG,6,2011-02-07 11:42:00,1.25,13334.0,United Kingdom
562274,20679,EDWARDIAN PARASOL RED,3,2011-08-04 10:00:00,5.95,12704.0,Finland
535811,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-11-28 15:18:00,2.1,15532.0,United Kingdom
566717,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-09-14 12:14:00,1.25,17841.0,United Kingdom
513827,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,40,2010-06-29 10:52:00,0.85,13715.0,United Kingdom
509535,82583,HOT BATHS METAL SIGN,12,2010-05-24 12:07:00,2.1,13615.0,United Kingdom
559909,22035,VINTAGE CARAVAN GREETING CARD ,12,2011-07-13 14:28:00,0.42,18245.0,United Kingdom
567672,22575,METAL MERRY CHRISTMAS WREATH,4,2011-09-21 15:39:00,1.95,16085.0,United Kingdom
540278,21484,CHICK GREY HOT WATER BOTTLE,1,2011-01-06 12:31:00,3.45,15719.0,United Kingdom
535241,22077,6 RIBBONS RUSTIC CHARM,3,2010-11-25 12:34:00,1.65,16515.0,United Kingdom
538917,22776,SWEETHEART CAKESTAND 3 TIER,1,2010-12-15 10:57:00,9.95,17449.0,United Kingdom
524446,22569,FELTCRAFT CUSHION BUTTERFLY,2,2010-09-29 11:19:00,3.75,14049.0,United Kingdom
505173,22384,LUNCH BAG PINK RETROSPOT,10,2010-04-20 12:58:00,1.65,12983.0,United Kingdom
555942,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-06-08 10:14:00,3.75,15743.0,United Kingdom
580712,85053,FRENCH ENAMEL CANDLEHOLDER,6,2011-12-05 16:37:00,2.1,13021.0,United Kingdom
537038,21755,LOVE BUILDING BLOCK WORD,3,2010-12-05 10:12:00,5.95,15465.0,United Kingdom
542898,22084,PAPER CHAIN KIT EMPIRE,1,2011-02-01 14:01:00,2.95,16110.0,United Kingdom
511961,21556,CERAMIC STRAWBERRY MONEY BOX,6,2010-06-11 13:27:00,2.55,13337.0,United Kingdom
521974,22667,RECIPE BOX RETRO SPOT DESIGN,3,2010-09-09 19:56:00,2.95,15861.0,United Kingdom
544658,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2011-02-22 13:18:00,1.49,13113.0,United Kingdom
499497,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2010-02-28 14:24:00,1.25,14396.0,United Kingdom
578757,23451,SQUARE MINI PORTRAIT FRAME,1,2011-11-25 11:41:00,1.95,12748.0,United Kingdom
544800,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-02-23 13:45:00,2.55,15687.0,United Kingdom
535268,21355,TOAST ITS - I LOVE YOU ,3,2010-11-25 13:38:00,1.25,12841.0,United Kingdom
568491,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-09-27 11:58:00,1.45,15443.0,United Kingdom
544461,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-02-20 14:08:00,1.25,13744.0,United Kingdom
566495,40016,CHINESE DRAGON PAPER LANTERNS,48,2011-09-13 11:14:00,0.42,15529.0,United Kingdom
543309,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,2011-02-07 12:05:00,3.75,18118.0,United Kingdom
543055,21319,GLASS CHALICE GREEN  SMALL ,6,2011-02-03 10:41:00,1.65,12502.0,Spain
494021,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2010-01-11 09:53:00,5.45,15738.0,United Kingdom
572771,22592,CARDHOLDER HOLLY WREATH METAL,4,2011-10-26 10:24:00,3.75,16173.0,United Kingdom
538069,21587,COSY HOUR GIANT TUBE MATCHES,2,2010-12-09 14:08:00,2.55,16795.0,United Kingdom
495030,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,2010-01-20 14:04:00,1.25,13982.0,United Kingdom
529161,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2010-10-26 17:23:00,1.45,15390.0,Canada
529070,21777,RECIPE BOX WITH METAL HEART,3,2010-10-26 12:15:00,7.95,13067.0,United Kingdom
498720,21756,BATH BUILDING BLOCK WORD,6,2010-02-22 14:28:00,5.95,15673.0,United Kingdom
517882,21930,JUMBO STORAGE BAG SKULLS,2,2010-08-02 17:06:00,1.95,14469.0,United Kingdom
580135,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-12-01 19:33:00,4.25,14702.0,United Kingdom
521132,22331,WOODLAND PARTY BAG + STICKER SET,1,2010-09-02 12:53:00,1.65,14796.0,United Kingdom
495706,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,1,2010-01-26 13:04:00,2.55,15003.0,United Kingdom
547841,23154,SET OF 4 JAM JAR MAGNETS,3,2011-03-27 11:02:00,2.08,16923.0,United Kingdom
540999,22701,PINK DOG BOWL,24,2011-01-13 10:08:00,0.85,13694.0,United Kingdom
578522,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-11-24 14:09:00,1.65,17254.0,United Kingdom
537224,21192,WHITE BELL HONEYCOMB PAPER ,5,2010-12-05 16:24:00,1.65,13174.0,United Kingdom
575654,23236,STORAGE TIN VINTAGE DOILY ,6,2011-11-10 14:28:00,2.89,15238.0,United Kingdom
508508,20728,LUNCH BAG CARS BLUE,10,2010-05-17 09:03:00,1.65,14112.0,United Kingdom
532587,21122,SET/10 PINK POLKADOT PARTY CANDLES,4,2010-11-12 14:28:00,1.25,15024.0,United Kingdom
524002,20682,RED SPOTTY CHILDS UMBRELLA,6,2010-09-26 16:03:00,3.25,13281.0,United Kingdom
523944,21463,MIRRORED DISCO BALL ,1,2010-09-26 11:20:00,5.95,15581.0,United Kingdom
518086,21061,PARTY INVITES FOOTBALL,24,2010-08-04 14:27:00,0.85,16722.0,United Kingdom
563572,22563,HAPPY STENCIL CRAFT,3,2011-08-17 15:00:00,1.25,16734.0,United Kingdom
526267,22068,BLACK PIRATE TREASURE CHEST,60,2010-10-11 10:56:00,1.65,12678.0,France
577689,22759,SET OF 3 NOTEBOOKS IN PARCEL,8,2011-11-21 11:29:00,1.65,17664.0,United Kingdom
525709,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2010-10-06 13:44:00,2.95,13554.0,United Kingdom
517321,20728,LUNCH BAG CARS BLUE,20,2010-07-28 12:05:00,1.65,14680.0,United Kingdom
518224,21718,RED METAL BEACH SPADE ,24,2010-08-05 14:11:00,1.25,15400.0,United Kingdom
543486,20846,ZINC HEART LATTICE T-LIGHT HOLDER,12,2011-02-09 10:24:00,1.25,13319.0,United Kingdom
503925,22555,PLASTERS IN TIN STRONGMAN,12,2010-04-08 13:18:00,1.65,15673.0,United Kingdom
526349,22654,DELUXE SEWING KIT ,3,2010-10-11 12:16:00,5.95,15948.0,United Kingdom
503930,22064,PINK DOUGHNUT TRINKET POT ,4,2010-04-08 13:32:00,1.65,17110.0,United Kingdom
499227,35241,ENAMEL BLUE RIM BISCUIT BIN,1,2010-02-25 11:50:00,4.95,15719.0,United Kingdom
546850,82581,TOILET METAL SIGN,6,2011-03-17 13:20:00,0.55,13268.0,United Kingdom
524351,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2010-09-28 16:25:00,2.95,13554.0,United Kingdom
558757,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,3,2011-07-03 12:22:00,2.95,13148.0,United Kingdom
525256,22296,HEART IVORY TRELLIS LARGE,12,2010-10-04 15:11:00,1.65,15346.0,United Kingdom
503162,22354,RETRO SPOT PADDED SEAT CUSHION,10,2010-03-30 13:12:00,3.75,17586.0,United Kingdom
553074,20773,BLUE PAISLEY NOTEBOOK,2,2011-05-13 11:45:00,1.65,15529.0,United Kingdom
550775,20717,STRAWBERRY SHOPPER BAG,10,2011-04-20 13:18:00,1.25,15805.0,United Kingdom
517985,22518,CHILDS GARDEN BRUSH BLUE,2,2010-08-03 15:14:00,2.1,17238.0,United Kingdom
510324,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2010-05-28 12:52:00,0.55,12619.0,Germany
527483,21519,GIN & TONIC DIET GREETING CARD ,12,2010-10-18 11:38:00,0.42,13700.0,United Kingdom
575694,22955,36 FOIL STAR CAKE CASES ,1,2011-11-10 16:38:00,2.1,12748.0,United Kingdom
574098,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-03 10:03:00,4.95,16337.0,United Kingdom
569261,22432,WATERING CAN PINK BUNNY,5,2011-10-03 11:34:00,1.95,17321.0,United Kingdom
543300,21843,RED RETROSPOT CAKE STAND,1,2011-02-07 11:42:00,10.95,13334.0,United Kingdom
571676,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,2011-10-18 13:29:00,1.25,16910.0,United Kingdom
512262,21899,"KEY FOB , GARAGE DESIGN",2,2010-06-14 13:18:00,0.65,16007.0,United Kingdom
490083,85044,RED REINDEER STRING OF 20 LIGHTS,24,2009-12-03 15:35:00,4.25,14031.0,United Kingdom
561859,84926F,PSYCHEDELIC TILE COASTER,24,2011-07-29 17:19:00,0.29,17750.0,United Kingdom
507159,22082,RIBBON REEL STRIPES DESIGN ,1,2010-05-06 13:52:00,1.65,16707.0,United Kingdom
535965,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2010-11-29 12:42:00,1.95,16458.0,United Kingdom
501677,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-03-18 16:16:00,4.95,12647.0,Germany
557858,22197,POPCORN HOLDER,3,2011-06-23 11:51:00,0.85,14159.0,United Kingdom
535267,16235,RECYCLED PENCIL WITH RABBIT ERASER,2,2010-11-25 13:36:00,0.21,14487.0,United Kingdom
530796,21222,SET/4 BADGES BEETLES,1,2010-11-04 12:27:00,1.25,16391.0,United Kingdom
570249,22560,TRADITIONAL MODELLING CLAY,24,2011-10-10 08:58:00,1.25,17509.0,United Kingdom
551734,22568,FELTCRAFT CUSHION OWL,4,2011-05-04 10:15:00,3.75,18178.0,United Kingdom
571283,82583,HOT BATHS METAL SIGN,4,2011-10-16 13:51:00,2.1,16533.0,United Kingdom
497894,21469,POLKA DOT RAFFIA FOOD COVER,2,2010-02-14 12:36:00,3.75,15425.0,United Kingdom
549577,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-04-11 08:16:00,0.65,14286.0,United Kingdom
581064,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,2011-12-07 11:16:00,0.29,13882.0,United Kingdom
529593,21042,RED RETROSPOT APRON ,3,2010-10-29 08:23:00,5.95,12921.0,United Kingdom
546019,22448,PIN CUSHION BABUSHKA RED,1,2011-03-08 17:25:00,3.35,14507.0,United Kingdom
501160,POST,POSTAGE,1,2010-03-15 09:20:00,18.0,12703.0,Germany
542895,15036,ASSORTED COLOURS SILK FAN,12,2011-02-01 13:47:00,0.75,14549.0,United Kingdom
542602,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-01-30 12:09:00,4.95,15579.0,United Kingdom
499399,21902,"KEY FOB , FRONT  DOOR ",24,2010-02-26 13:26:00,0.65,14459.0,United Kingdom
527356,85014B,RED RETROSPOT UMBRELLA,2,2010-10-17 10:34:00,5.95,16104.0,United Kingdom
549833,22040,BOTANICAL ROSE GIFT WRAP,25,2011-04-12 13:19:00,0.42,13458.0,United Kingdom
557764,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-06-22 14:21:00,6.75,13089.0,United Kingdom
552025,23298,SPOTTY BUNTING,6,2011-05-05 18:04:00,4.95,13969.0,United Kingdom
506285,21034,REX CASH+CARRY JUMBO SHOPPER,4,2010-04-28 16:49:00,0.95,16767.0,United Kingdom
532807,35597D,PINK/WHITE CHRISTMAS TREE 30CM,4,2010-11-14 15:17:00,0.65,17841.0,United Kingdom
519186,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-08-13 15:27:00,2.95,15938.0,United Kingdom
532822,22149,FELTCRAFT 6 FLOWER FRIENDS,120,2010-11-15 08:34:00,1.66,18102.0,United Kingdom
504217,22533,MAGIC DRAWING SLATE BAKE A CAKE ,48,2010-04-12 12:50:00,0.42,14844.0,United Kingdom
516158,21143,ANTIQUE GLASS HEART DECORATION ,12,2010-07-18 11:49:00,1.95,16950.0,United Kingdom
518510,22620,4 TRADITIONAL SPINNING TOPS,12,2010-08-09 14:45:00,1.25,14631.0,United Kingdom
566019,23412,HEART MIRROR ANTIQUE WHITE,4,2011-09-08 12:44:00,7.5,17243.0,United Kingdom
522629,84813,SET OF 4 DIAMOND NAPKIN RINGS,2,2010-09-15 17:07:00,12.75,15272.0,United Kingdom
499758,85150,LADIES & GENTLEMEN METAL SIGN,1,2010-03-02 12:20:00,2.55,15003.0,United Kingdom
571276,23234,BISCUIT TIN VINTAGE CHRISTMAS,2,2011-10-16 12:30:00,2.89,14702.0,United Kingdom
579286,21888,BINGO SET,1,2011-11-29 10:57:00,3.75,17772.0,United Kingdom
569789,21889,WOODEN BOX OF DOMINOES,4,2011-10-06 11:41:00,1.25,16924.0,United Kingdom
563926,POST,POSTAGE,2,2011-08-21 14:42:00,18.0,12553.0,France
496047,20914,SET/5 RED SPOTTY LID GLASS BOWLS,6,2010-01-28 14:31:00,2.95,14831.0,United Kingdom
570514,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,12,2011-10-11 10:36:00,0.85,13089.0,United Kingdom
571065,21843,RED RETROSPOT CAKE STAND,4,2011-10-13 14:59:00,10.95,12613.0,Germany
503395,22499,WOODEN UNION JACK BUNTING,3,2010-03-31 15:30:00,5.95,13039.0,United Kingdom
551656,22524,CHILDRENS GARDEN GLOVES BLUE,10,2011-05-03 12:10:00,1.25,14911.0,EIRE
577697,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-11-21 12:02:00,0.85,15804.0,United Kingdom
527428,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-10-17 16:17:00,3.25,16283.0,United Kingdom
573887,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-11-01 13:39:00,4.95,16173.0,United Kingdom
542107,85152,HAND OVER THE CHOCOLATE   SIGN ,6,2011-01-25 13:38:00,2.1,16222.0,United Kingdom
568082,23412,HEART MIRROR ANTIQUE WHITE,10,2011-09-23 14:38:00,7.5,14944.0,United Kingdom
545658,22548,HEADS AND TAILS SPORTING FUN,1,2011-03-04 14:13:00,1.25,14670.0,United Kingdom
569853,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-10-06 14:18:00,1.45,13771.0,United Kingdom
558201,22759,SET OF 3 NOTEBOOKS IN PARCEL,96,2011-06-27 13:12:00,1.45,15838.0,United Kingdom
553750,22960,JAM MAKING SET WITH JARS,12,2011-05-19 10:16:00,3.75,15660.0,United Kingdom
522443,22652,TRAVEL SEWING KIT,2,2010-09-14 14:30:00,1.65,15998.0,United Kingdom
499458,85175,CACTI T-LIGHT CANDLES,256,2010-02-28 10:57:00,0.36,13941.0,United Kingdom
553682,POST,POSTAGE,4,2011-05-18 13:20:00,15.0,14646.0,Netherlands
544694,22780,LIGHT GARLAND BUTTERFILES PINK,4,2011-02-23 09:30:00,4.25,17706.0,United Kingdom
